accession	variant
ON489900.1	BA.2
ON489903.1	BA.2
ON489906.1	BA.2
ON489910.1	BA.2
ON489911.1	BA.2
ON489914.1	BA.2
ON489915.1	BA.2
ON489916.1	BA.2
ON489921.1	BA.2
ON489922.1	BA.2
ON489923.1	BA.2
ON489924.1	BA.2
ON489925.1	BA.2
ON489926.1	BA.2
ON489928.1	BA.2
ON489929.1	BA.2
ON489933.1	BA.2
ON489934.1	BA.2
ON489937.1	BA.2
ON489939.1	BA.2
ON489942.1	BA.2
ON489953.1	BA.2
ON489955.1	BA.2
ON489956.1	BA.2
ON489957.1	BA.2
ON489958.1	BA.2
ON489966.1	BA.2
ON489967.1	BA.2
ON489971.1	BA.2
ON489973.1	BA.2
ON489974.1	BA.2
ON489977.1	BA.2
ON489978.1	BA.2
ON489984.1	BA.2
ON489985.1	BA.2
ON489986.1	BA.2
ON489987.1	BA.2
ON489988.1	BA.2
ON489994.1	BA.2
ON489995.1	BA.2
ON489996.1	BA.2
ON489999.1	BA.2
ON490002.1	BA.2
ON490004.1	BA.2
ON490006.1	BA.2
ON490007.1	BA.2
ON490012.1	BA.2
ON490016.1	BA.2
ON490026.1	BA.2
ON490031.1	BA.2
ON490033.1	BA.2
ON490038.1	BA.2
ON490043.1	BA.2
ON490047.1	BA.2
ON490051.1	BA.2
ON490056.1	BA.2
ON490059.1	BA.2
ON490064.1	BA.2
ON490066.1	BA.2
ON490067.1	BA.2
ON490068.1	BA.2
ON490070.1	BA.2
ON490072.1	BA.2
ON490077.1	BA.2
ON490079.1	BA.2
ON490092.1	BA.2
ON490094.1	BA.2
ON490100.1	BA.2
ON490102.1	BA.2
ON490104.1	BA.2
ON490106.1	BA.2
ON490107.1	BA.2
ON490108.1	BA.2
ON490110.1	BA.2
ON490111.1	BA.2
ON490113.1	BA.2
ON490115.1	BA.2
ON490120.1	BA.2
ON490123.1	BA.2
ON490124.1	BA.2
ON490125.1	BA.2
ON490126.1	BA.2
ON490127.1	BA.2
ON490129.1	BA.2
ON490131.1	BA.2
ON490132.1	BA.2
ON490140.1	BA.2
ON490143.1	BA.2
ON490147.1	BA.2
ON490155.1	BA.2
ON490157.1	BA.2
ON490159.1	BA.2
ON490160.1	BA.2
ON490161.1	BA.2
ON490163.1	BA.2
ON490167.1	BA.2
ON490169.1	BA.2
ON490180.1	BA.2
ON490182.1	BA.2
ON490183.1	BA.2
ON490184.1	BA.2
ON490189.1	BA.2
ON490191.1	BA.2
ON490192.1	BA.2
ON490193.1	BA.2
ON490196.1	BA.2
ON490197.1	BA.2
ON490198.1	BA.2
ON490202.1	BA.2
ON490203.1	BA.2
ON490206.1	BA.2
ON490207.1	BA.2
ON490212.1	BA.2
ON490215.1	BA.2
ON490218.1	BA.2
ON490219.1	BA.2
ON490221.1	BA.2
ON490226.1	BA.2
ON490228.1	BA.2
ON490229.1	BA.2
ON490232.1	BA.2
ON490238.1	BA.2
ON490239.1	BA.2
ON490241.1	BA.2
ON490243.1	BA.2
ON490246.1	BA.2
ON490252.1	BA.2
ON490254.1	BA.2
ON490255.1	BA.2
ON490261.1	BA.2
ON490268.1	BA.2
ON490271.1	BA.2
ON490273.1	BA.2
ON490274.1	BA.2
ON490275.1	BA.2
ON490277.1	BA.2
ON490278.1	BA.2
ON490280.1	BA.2
ON490281.1	BA.2
ON490283.1	BA.2
ON490285.1	BA.2
ON490286.1	BA.2
ON490290.1	BA.2
ON490291.1	BA.2
ON490294.1	BA.2
ON490297.1	BA.2
ON490301.1	BA.2
ON490305.1	BA.2
ON490307.1	BA.2
ON490309.1	BA.2
ON490313.1	BA.2
ON490315.1	BA.2
ON490320.1	BA.2
ON490323.1	BA.2
ON490326.1	BA.2
ON490330.1	BA.2
ON490335.1	BA.2
ON490337.1	BA.2
ON490338.1	BA.2
ON490342.1	BA.2
ON490349.1	BA.2
ON490352.1	BA.2
ON490356.1	BA.2
ON490357.1	BA.2
ON490360.1	BA.2
ON490361.1	BA.2
ON490364.1	BA.2
ON490365.1	BA.2
ON490371.1	BA.2
ON490375.1	BA.2
ON490380.1	BA.2
ON490391.1	BA.2
ON490393.1	BA.2
ON490395.1	BA.2
ON490397.1	BA.2
ON490400.1	BA.2
ON490401.1	BA.2
ON490402.1	BA.2
ON490404.1	BA.2
ON490410.1	BA.2
ON490416.1	BA.2
ON490418.1	BA.2
ON490419.1	BA.2
ON490420.1	BA.2
ON490422.1	BA.2
ON490424.1	BA.2
ON490425.1	BA.2
ON490432.1	BA.2
ON490434.1	BA.2
ON490437.1	BA.2
ON490438.1	BA.2
ON490440.1	BA.2
ON490444.1	BA.2
ON490449.1	BA.2
ON490450.1	BA.2
ON490453.1	BA.2
ON490455.1	BA.2
ON490456.1	BA.2
ON490815.1	BA.2
ON490828.1	BA.2
ON493641.1	BA.2
ON493654.1	BA.2
ON493659.1	BA.2
ON493661.1	BA.2
ON493663.1	BA.2
ON494022.1	BA.2
ON494026.1	BA.2
ON494029.1	BA.2
ON494031.1	BA.1
ON494037.1	BA.1
ON494061.1	BA.1
ON494064.1	BA.1
ON494070.1	BA.1
ON494078.1	BA.1
ON494086.1	BA.1
ON494088.1	BA.1
ON494104.1	BA.1
ON494116.1	BA.1
ON494120.1	BA.2
ON494123.1	BA.2
ON494131.1	BA.2
ON494132.1	BA.2
ON494135.1	BA.2
ON494136.1	BA.2
ON494138.1	BA.2
ON494139.1	BA.2
ON494149.1	BA.2
ON494150.1	BA.2
ON494153.1	BA.2
ON494157.1	BA.2
ON494159.1	BA.2
ON494162.1	BA.2
ON494163.1	BA.2
ON494164.1	BA.2
ON494170.1	BA.2
ON494174.1	BA.2
ON494176.1	BA.2
ON494177.1	BA.2
ON494183.1	BA.2
ON494184.1	BA.2
ON494185.1	BA.2
ON494186.1	BA.2
ON494187.1	BA.2
ON494194.1	BA.2
ON494197.1	BA.2
ON494200.1	BA.2
ON494205.1	BA.2
ON494210.1	BA.2
ON494211.1	BA.2
ON494214.1	BA.2
ON494215.1	BA.2
ON494217.1	BA.2
ON494218.1	BA.2
ON494223.1	BA.2
ON494224.1	BA.2
ON494226.1	BA.2
ON494232.1	BA.2
ON494233.1	BA.2
ON494236.1	BA.2
ON494238.1	BA.2
ON494239.1	BA.2
ON494242.1	BA.2
ON494243.1	BA.2
ON494250.1	BA.2
ON494251.1	BA.2
ON494255.1	BA.2
ON494256.1	BA.2
ON494257.1	BA.2
ON494260.1	BA.2
ON494268.1	BA.2
ON494275.1	BA.2
ON494278.1	BA.2
ON494283.1	BA.2
ON494284.1	BA.2
ON494287.1	BA.2
ON494288.1	BA.2
ON494290.1	BA.2
ON494295.1	BA.2
ON494302.1	BA.2
ON494304.1	BA.2
ON494305.1	BA.2
ON494306.1	BA.2
ON494309.1	BA.2
ON494310.1	BA.2
ON494311.1	BA.2
ON494319.1	BA.2
ON494320.1	BA.2
ON494321.1	BA.2
ON494326.1	BA.2
ON494330.1	BA.2
ON494333.1	BA.2
ON494336.1	BA.2
ON494337.1	BA.2
ON494339.1	BA.2
ON494340.1	BA.2
ON494342.1	BA.2
ON494345.1	BA.2
ON494346.1	BA.2
ON494348.1	BA.2
ON494352.1	BA.2
ON494357.1	BA.2
ON494360.1	BA.2
ON494362.1	BA.2
ON494364.1	BA.2
ON494366.1	BA.2
ON494368.1	BA.2
ON494369.1	BA.2
ON494370.1	BA.2
ON494376.1	BA.2
ON494380.1	BA.2
ON494397.1	BA.2
ON494403.1	BA.2
ON494405.1	BA.2
ON494406.1	BA.2
ON494411.1	BA.2
ON494415.1	BA.2
ON494417.1	BA.2
ON494428.1	BA.2
ON494433.1	BA.2
ON494436.1	BA.2
ON494437.1	BA.2
ON494438.1	BA.2
ON494440.1	BA.2
ON494447.1	BA.2
ON494448.1	BA.2
ON494455.1	BA.2
ON494458.1	BA.2
ON494464.1	BA.2
ON494465.1	BA.2
ON494478.1	BA.2
ON494480.1	BA.2
ON494481.1	BA.2
ON494486.1	BA.2
ON496003.1	BA.2
ON496011.1	BA.2
ON496021.1	BA.2
ON496031.1	BA.2
ON496040.1	BA.2
ON496041.1	BA.2
ON496043.1	BA.2
ON496212.1	BA.2
ON496228.1	BA.2
ON496234.1	BA.2
ON496318.1	BA.1
ON496426.1	BA.2
ON497267.1	BA.2
ON497269.1	BA.2
ON497271.1	BA.2
ON497272.1	BA.2
ON497273.1	BA.2
ON497277.1	BA.2
ON497282.1	BA.2
ON497288.1	BA.2
ON497289.1	BA.2
ON497291.1	BA.2
ON497295.1	BA.2
ON497297.1	BA.2
ON497309.1	BA.2
ON497314.1	BA.2
ON497316.1	BA.2
ON497319.1	BA.2
ON497321.1	BA.2
ON497324.1	BA.2
ON497336.1	BA.2
ON497337.1	BA.2
ON497348.1	BA.2
ON497353.1	BA.2
ON497355.1	BA.2
ON497356.1	BA.2
ON497373.1	BA.2
ON497374.1	BA.2
ON497375.1	BA.2
ON497384.1	BA.2
ON497385.1	BA.2
ON497391.1	BA.2
ON497397.1	BA.2
ON497402.1	BA.2
ON497403.1	BA.2
ON497408.1	BA.2
ON497414.1	BA.2
ON497420.1	BA.2
ON497429.1	BA.2
ON497430.1	BA.2
ON497431.1	BA.2
ON497433.1	BA.2
ON497434.1	BA.2
ON497435.1	BA.2
ON497441.1	BA.2
ON497445.1	BA.2
ON497448.1	BA.2
ON497454.1	BA.2
ON497455.1	BA.2
ON497460.1	BA.2
ON497466.1	BA.2
ON497469.1	BA.2
ON497480.1	BA.2
ON497483.1	BA.2
ON497485.1	BA.2
ON497489.1	BA.2
ON497491.1	BA.2
ON497495.1	BA.2
ON497499.1	BA.2
ON497502.1	BA.2
ON497503.1	BA.2
ON497512.1	BA.2
ON497514.1	BA.2
ON497517.1	BA.2
ON497525.1	BA.2
ON497526.1	BA.2
ON497531.1	BA.2
ON497532.1	BA.2
ON497533.1	BA.2
ON497544.1	BA.2
ON497545.1	BA.2
ON497546.1	BA.2
ON497547.1	BA.2
ON497553.1	BA.2
ON497558.1	BA.2
ON497562.1	BA.2
ON497563.1	BA.2
ON497570.1	BA.2
ON497581.1	BA.2
ON497583.1	BA.2
ON497587.1	BA.2
ON497588.1	BA.2
ON497602.1	BA.2
ON497603.1	BA.2
ON497604.1	BA.2
ON497606.1	BA.2
ON497608.1	BA.2
ON497612.1	BA.2
ON497614.1	BA.2
ON497619.1	BA.2
ON497625.1	BA.2
ON497630.1	BA.2
ON497631.1	BA.2
ON497633.1	BA.2
ON497634.1	BA.2
ON497645.1	BA.2
ON497647.1	BA.2
ON497648.1	BA.2
ON497654.1	BA.2
ON497656.1	BA.2
ON497661.1	BA.2
ON497663.1	BA.2
ON497666.1	BA.2
ON497667.1	BA.2
ON497671.1	BA.2
ON497674.1	BA.2
ON497676.1	BA.2
ON497677.1	BA.2
ON497682.1	BA.2
ON497683.1	BA.2
ON497701.1	BA.2
ON497707.1	BA.2
ON497708.1	BA.2
ON497709.1	BA.2
ON497714.1	BA.2
ON497728.1	BA.2
ON497734.1	BA.2
ON497735.1	BA.2
ON497736.1	BA.2
ON497742.1	BA.2
ON497743.1	BA.2
ON497745.1	BA.2
ON497748.1	BA.2
ON497749.1	BA.2
ON497752.1	BA.2
ON497753.1	BA.2
ON497760.1	BA.2
ON497765.1	BA.2
ON497769.1	BA.2
ON497771.1	BA.2
ON497774.1	BA.2
ON497778.1	BA.2
ON497780.1	BA.2
ON497792.1	BA.2
ON497795.1	BA.2
ON497798.1	BA.2
ON497799.1	BA.2
ON497800.1	BA.2
ON497802.1	BA.2
ON497803.1	BA.2
ON497805.1	BA.2
ON497808.1	BA.2
ON497809.1	BA.2
ON497810.1	BA.2
ON497811.1	BA.2
ON497813.1	BA.2
ON497814.1	BA.2
ON497815.1	BA.2
ON497817.1	BA.2
ON497823.1	BA.2
ON497829.1	BA.2
ON497833.1	BA.2
ON497834.1	BA.2
ON497836.1	BA.2
ON497843.1	BA.2
ON497846.1	BA.2
ON497849.1	BA.2
ON497853.1	BA.2
ON497855.1	BA.2
ON497866.1	BA.2
ON497867.1	BA.2
ON497870.1	BA.2
ON497874.1	BA.2
ON497875.1	BA.2
ON497888.1	BA.2
ON497892.1	BA.2
ON497898.1	BA.2
ON497899.1	BA.2
ON497900.1	BA.2
ON497905.1	BA.2
ON497906.1	BA.2
ON497913.1	BA.2
ON497914.1	BA.2
ON497921.1	BA.2
ON497923.1	BA.2
ON497925.1	BA.2
ON497929.1	BA.2
ON497931.1	BA.2
ON497934.1	BA.2
ON497937.1	BA.2
ON497946.1	BA.2
ON497948.1	BA.2
ON497949.1	BA.2
ON497961.1	BA.2
ON497969.1	BA.2
ON497970.1	BA.2
ON497971.1	BA.2
ON497972.1	BA.2
ON497978.1	BA.2
ON497979.1	BA.2
ON497980.1	BA.2
ON497982.1	BA.2
ON497984.1	BA.2
ON497985.1	BA.2
ON497986.1	BA.2
ON497993.1	BA.2
ON498001.1	BA.2
ON498008.1	BA.2
ON498009.1	BA.2
ON498020.1	BA.2
ON498021.1	BA.2
ON498024.1	BA.2
ON498025.1	BA.2
ON498034.1	BA.2
ON498040.1	BA.2
ON498053.1	BA.2
ON498055.1	BA.2
ON498061.1	BA.2
ON498063.1	BA.2
ON498080.1	BA.2
ON498081.1	BA.2
ON498091.1	BA.2
ON498094.1	BA.2
ON498095.1	BA.2
ON498101.1	BA.2
ON498103.1	BA.2
ON498104.1	BA.2
ON498105.1	BA.2
ON498107.1	BA.2
ON498115.1	BA.2
ON498116.1	BA.2
ON498117.1	BA.2
ON498121.1	BA.2
ON498123.1	BA.2
ON498126.1	BA.2
ON498127.1	BA.2
ON498128.1	BA.2
ON498129.1	BA.2
ON498142.1	BA.2
ON498144.1	BA.2
ON498155.1	BA.2
ON498160.1	BA.2
ON498163.1	BA.2
ON498168.1	BA.2
ON498185.1	BA.2
ON498197.1	BA.2
ON498201.1	BA.2
ON498205.1	BA.2
ON498212.1	BA.2
ON498215.1	BA.2
ON498225.1	BA.2
ON498226.1	BA.2
ON498227.1	BA.2
ON498230.1	BA.2
ON498231.1	BA.2
ON498235.1	BA.2
ON498237.1	BA.2
ON498239.1	BA.2
ON498246.1	BA.2
ON498249.1	BA.2
ON498250.1	BA.2
ON498257.1	BA.2
ON498266.1	BA.2
ON498272.1	BA.2
ON498277.1	BA.2
ON498281.1	BA.2
ON498282.1	BA.2
ON498287.1	BA.2
ON498290.1	BA.2
ON498300.1	BA.2
ON498307.1	BA.2
ON498311.1	BA.2
ON498312.1	BA.2
ON498320.1	BA.2
ON498322.1	BA.2
ON498323.1	BA.2
ON498331.1	BA.2
ON498335.1	BA.2
ON498337.1	BA.2
ON498340.1	BA.2
ON498343.1	BA.2
ON498346.1	BA.2
ON498347.1	BA.2
ON498350.1	BA.2
ON498355.1	BA.2
ON498356.1	BA.2
ON498358.1	BA.2
ON498359.1	BA.2
ON498367.1	BA.2
ON498368.1	BA.2
ON498369.1	BA.2
ON498382.1	BA.2
ON498386.1	BA.2
ON498388.1	BA.2
ON498393.1	BA.2
ON498400.1	BA.2
ON498401.1	BA.2
ON498406.1	BA.2
ON498409.1	BA.2
ON498410.1	BA.2
ON498412.1	BA.2
ON498417.1	BA.2
ON498419.1	BA.2
ON498420.1	BA.2
ON498422.1	BA.2
ON498424.1	BA.2
ON498425.1	BA.2
ON498427.1	BA.2
ON498434.1	BA.2
ON498435.1	BA.2
ON498441.1	BA.2
ON498443.1	BA.2
ON498449.1	BA.2
ON498452.1	BA.2
ON498453.1	BA.2
ON498454.1	BA.2
ON498458.1	BA.2
ON498462.1	BA.2
ON498470.1	BA.2
ON498474.1	BA.2
ON498480.1	BA.2
ON498481.1	BA.2
ON498485.1	BA.2
ON498490.1	BA.2
ON498495.1	BA.2
ON498497.1	BA.2
ON498498.1	BA.2
ON498499.1	BA.2
ON498501.1	BA.2
ON498506.1	BA.2
ON498517.1	BA.2
ON498519.1	BA.2
ON498525.1	BA.2
ON498533.1	BA.2
ON498535.1	BA.2
ON498537.1	BA.2
ON498541.1	BA.2
ON498543.1	BA.2
ON498546.1	BA.2
ON498550.1	BA.2
ON498554.1	BA.2
ON498556.1	BA.2
ON498558.1	BA.2
ON498559.1	BA.2
ON498566.1	BA.2
ON498567.1	BA.2
ON498572.1	BA.2
ON498574.1	BA.2
ON498589.1	BA.2
ON498590.1	BA.2
ON498599.1	BA.2
ON498604.1	BA.2
ON498611.1	BA.2
ON498619.1	BA.2
ON498628.1	BA.2
ON498644.1	BA.2
ON498649.1	BA.2
ON498652.1	BA.2
ON498654.1	BA.2
ON498656.1	BA.2
ON498657.1	BA.2
ON498658.1	BA.2
ON498663.1	BA.2
ON498665.1	BA.2
ON498668.1	BA.2
ON498669.1	BA.2
ON498675.1	BA.2
ON498676.1	BA.2
ON498680.1	BA.2
ON498684.1	BA.2
ON498685.1	BA.2
ON498686.1	BA.2
ON498690.1	BA.2
ON498692.1	BA.2
ON498694.1	BA.2
ON498696.1	BA.2
ON498702.1	BA.2
ON498703.1	BA.2
ON498707.1	BA.2
ON498720.1	BA.2
ON498723.1	BA.2
ON498731.1	BA.2
ON498732.1	BA.2
ON498742.1	BA.2
ON498745.1	BA.2
ON498748.1	BA.2
ON498750.1	BA.2
ON498753.1	BA.2
ON498756.1	BA.2
ON498759.1	BA.2
ON498760.1	BA.2
ON498766.1	BA.2
ON498767.1	BA.2
ON498773.1	BA.2
ON498774.1	BA.2
ON498775.1	BA.2
ON498777.1	BA.2
ON498784.1	BA.2
ON498797.1	BA.2
ON498801.1	BA.2
ON498803.1	BA.2
ON498806.1	BA.2
ON498823.1	BA.2
ON498824.1	BA.2
ON498825.1	BA.2
ON498835.1	BA.2
ON498842.1	BA.2
ON498846.1	BA.2
ON498851.1	BA.2
ON498852.1	BA.2
ON498861.1	BA.2
ON498862.1	BA.2
ON498866.1	BA.2
ON498869.1	BA.2
ON498870.1	BA.2
ON498874.1	BA.2
ON498889.1	BA.2
ON498892.1	BA.2
ON498900.1	BA.2
ON498907.1	BA.2
ON498910.1	BA.2
ON498919.1	BA.2
ON498923.1	BA.2
ON498925.1	BA.2
ON498926.1	BA.2
ON498927.1	BA.2
ON498929.1	BA.2
ON498932.1	BA.2
ON498936.1	BA.2
ON498937.1	BA.2
ON498940.1	BA.2
ON498942.1	BA.2
ON498943.1	BA.2
ON498955.1	BA.2
ON498958.1	BA.2
ON498960.1	BA.2
ON498963.1	BA.2
ON498968.1	BA.2
ON498976.1	BA.2
ON498979.1	BA.2
ON498983.1	BA.2
ON498986.1	BA.2
ON498992.1	BA.2
ON498995.1	BA.2
ON498998.1	BA.2
ON498999.1	BA.2
ON499000.1	BA.2
ON499003.1	BA.2
ON499009.1	BA.2
ON499013.1	BA.2
ON499014.1	BA.2
ON499016.1	BA.2
ON499019.1	BA.2
ON499025.1	BA.2
ON499026.1	BA.2
ON499027.1	BA.2
ON499028.1	BA.2
ON499030.1	BA.2
ON499036.1	BA.2
ON499038.1	BA.2
ON499045.1	BA.2
ON499048.1	BA.2
ON499053.1	BA.2
ON499054.1	BA.2
ON499059.1	BA.2
ON499062.1	BA.2
ON499067.1	BA.2
ON499069.1	BA.2
ON499084.1	BA.2
ON499086.1	BA.2
ON499088.1	BA.2
ON499089.1	BA.2
ON499094.1	BA.2
ON499095.1	BA.2
ON499100.1	BA.2
ON499103.1	BA.2
ON499108.1	BA.2
ON499111.1	BA.2
ON499112.1	BA.2
ON499122.1	BA.2
ON499135.1	BA.2
ON499136.1	BA.2
ON499144.1	BA.2
ON499145.1	BA.2
ON499156.1	BA.2
ON499159.1	BA.2
ON499162.1	BA.2
ON499171.1	BA.2
ON499175.1	BA.2
ON499184.1	BA.2
ON499185.1	BA.2
ON499186.1	BA.2
ON499188.1	BA.2
ON499189.1	BA.2
ON499190.1	BA.2
ON499191.1	BA.2
ON499194.1	BA.2
ON499198.1	BA.2
ON499205.1	BA.2
ON499206.1	BA.2
ON499208.1	BA.2
ON499216.1	BA.2
ON499219.1	BA.2
ON499220.1	BA.2
ON499221.1	BA.2
ON499222.1	BA.2
ON499224.1	BA.2
ON499230.1	BA.2
ON499231.1	BA.2
ON499244.1	BA.2
ON499247.1	BA.2
ON499248.1	BA.2
ON499249.1	BA.2
ON499250.1	BA.2
ON499254.1	BA.2
ON499255.1	BA.2
ON499256.1	BA.2
ON499258.1	BA.2
ON499262.1	BA.2
ON499263.1	BA.2
ON499269.1	BA.2
ON499275.1	BA.2
ON499279.1	BA.2
ON499284.1	BA.2
ON499290.1	BA.2
ON499291.1	BA.2
ON499292.1	BA.2
ON499296.1	BA.2
ON499304.1	BA.2
ON499306.1	BA.2
ON499312.1	BA.2
ON499313.1	BA.2
ON499315.1	BA.2
ON499322.1	BA.2
ON499330.1	BA.2
ON499335.1	BA.2
ON499338.1	BA.2
ON499342.1	BA.2
ON499345.1	BA.2
ON499347.1	BA.2
ON499350.1	BA.2
ON499351.1	BA.2
ON499354.1	BA.2
ON499355.1	BA.2
ON499356.1	BA.2
ON499363.1	BA.2
ON499365.1	BA.2
ON499371.1	BA.2
ON499374.1	BA.2
ON499381.1	BA.2
ON499382.1	BA.2
ON499388.1	BA.2
ON499394.1	BA.2
ON499395.1	BA.2
ON499398.1	BA.2
ON499400.1	BA.2
ON499416.1	BA.2
ON499419.1	BA.2
ON499420.1	BA.2
ON499434.1	BA.2
ON499435.1	BA.2
ON499436.1	BA.2
ON499449.1	BA.2
ON499452.1	BA.2
ON499454.1	BA.2
ON499455.1	BA.2
ON499461.1	BA.2
ON499462.1	BA.2
ON499463.1	BA.2
ON499464.1	BA.2
ON499467.1	BA.2
ON499468.1	BA.2
ON499469.1	BA.2
ON499470.1	BA.2
ON499472.1	BA.2
ON499473.1	BA.2
ON499474.1	BA.2
ON499475.1	BA.2
ON499476.1	BA.2
ON499482.1	BA.2
ON499483.1	BA.2
ON499484.1	BA.2
ON499485.1	BA.2
ON499487.1	BA.2
ON499490.1	BA.2
ON499492.1	BA.2
ON499493.1	BA.2
ON499495.1	BA.2
ON499498.1	BA.2
ON499502.1	BA.2
ON499508.1	BA.2
ON499510.1	BA.2
ON499516.1	BA.2
ON499519.1	BA.2
ON499527.1	BA.2
ON499528.1	BA.2
ON499534.1	BA.2
ON499536.1	BA.2
ON499538.1	BA.2
ON499540.1	BA.2
ON499543.1	BA.2
ON499544.1	BA.2
ON499546.1	BA.2
ON499550.1	BA.2
ON499552.1	BA.2
ON499554.1	BA.2
ON499556.1	BA.2
ON499564.1	BA.2
ON499571.1	BA.2
ON499573.1	BA.2
ON499580.1	BA.2
ON499582.1	BA.2
ON499583.1	BA.2
ON499588.1	BA.2
ON499590.1	BA.2
ON499594.1	BA.2
ON499596.1	BA.2
ON499598.1	BA.2
ON499602.1	BA.2
ON499603.1	BA.2
ON499611.1	BA.2
ON499618.1	BA.2
ON499623.1	BA.2
ON499625.1	BA.2
ON499627.1	BA.2
ON499630.1	BA.2
ON499632.1	BA.2
ON499638.1	BA.2
ON499639.1	BA.2
ON499640.1	BA.2
ON499641.1	BA.2
ON499643.1	BA.2
ON499653.1	BA.2
ON499656.1	BA.2
ON499660.1	BA.2
ON499662.1	BA.2
ON499664.1	BA.2
ON499667.1	BA.2
ON499676.1	BA.2
ON499679.1	BA.2
ON499681.1	BA.2
ON499690.1	BA.2
ON499698.1	BA.2
ON499702.1	BA.2
ON499710.1	BA.2
ON499713.1	BA.2
ON499717.1	BA.2
ON499723.1	BA.2
ON499726.1	BA.2
ON499731.1	BA.2
ON499732.1	BA.2
ON499733.1	BA.2
ON499737.1	BA.2
ON499739.1	BA.2
ON499743.1	BA.2
ON499748.1	BA.2
ON499754.1	BA.2
ON499756.1	BA.2
ON499759.1	BA.2
ON499766.1	BA.2
ON499768.1	BA.2
ON499771.1	BA.2
ON499773.1	BA.2
ON499774.1	BA.2
ON499775.1	BA.2
ON499776.1	BA.2
ON499777.1	BA.2
ON499778.1	BA.2
ON499781.1	BA.2
ON499783.1	BA.2
ON499793.1	BA.2
ON499800.1	BA.2
ON499806.1	BA.2
ON499807.1	BA.2
ON499809.1	BA.2
ON499810.1	BA.2
ON499817.1	BA.2
ON499821.1	BA.2
ON499823.1	BA.2
ON499825.1	BA.2
ON499839.1	BA.2
ON499841.1	BA.2
ON499845.1	BA.2
ON499848.1	BA.2
ON499861.1	BA.2
ON499871.1	BA.2
ON499879.1	BA.2
ON499901.1	BA.2
ON499904.1	BA.2
ON499910.1	BA.2
ON499911.1	BA.2
ON499914.1	BA.2
ON499917.1	BA.2
ON499922.1	BA.2
ON499933.1	BA.2
ON499935.1	BA.2
ON499939.1	BA.2
ON499946.1	BA.2
ON499951.1	BA.2
ON499953.1	BA.2
ON499955.1	BA.2
ON499959.1	BA.2
ON499961.1	BA.2
ON499963.1	BA.2
ON499964.1	BA.2
ON499968.1	BA.2
ON499969.1	BA.2
ON499972.1	BA.2
ON499978.1	BA.2
ON499984.1	BA.2
ON499986.1	BA.2
ON499987.1	BA.2
ON499991.1	BA.2
ON499996.1	BA.2
ON499998.1	BA.2
ON500003.1	BA.2
ON500007.1	BA.2
ON500008.1	BA.2
ON500016.1	BA.2
ON500022.1	BA.2
ON500023.1	BA.2
ON500024.1	BA.2
ON500027.1	BA.2
ON500033.1	BA.2
ON500034.1	BA.2
ON500036.1	BA.2
ON500042.1	BA.2
ON500044.1	BA.2
ON500046.1	BA.2
ON500052.1	BA.2
ON500053.1	BA.2
ON500055.1	BA.2
ON500066.1	BA.2
ON500068.1	BA.2
ON500071.1	BA.2
ON500072.1	BA.2
ON500075.1	BA.2
ON500076.1	BA.2
ON500077.1	BA.2
ON500079.1	BA.2
ON500081.1	BA.2
ON500084.1	BA.2
ON500089.1	BA.2
ON500090.1	BA.2
ON500092.1	BA.2
ON500094.1	BA.2
ON500095.1	BA.2
ON500096.1	BA.2
ON500098.1	BA.2
ON500101.1	BA.2
ON500107.1	BA.2
ON500114.1	BA.2
ON500116.1	BA.2
ON500117.1	BA.2
ON500129.1	BA.2
ON500130.1	BA.2
ON500133.1	BA.2
ON500134.1	BA.2
ON500135.1	BA.2
ON500138.1	BA.2
ON500140.1	BA.2
ON500143.1	BA.2
ON500144.1	BA.2
ON500146.1	BA.2
ON500149.1	BA.2
ON500151.1	BA.2
ON500152.1	BA.2
ON500154.1	BA.2
ON500159.1	BA.2
ON500161.1	BA.2
ON500164.1	BA.2
ON500165.1	BA.2
ON500169.1	BA.2
ON500170.1	BA.2
ON500181.1	BA.2
ON500188.1	BA.2
ON500195.1	BA.2
ON500196.1	BA.2
ON500201.1	BA.2
ON500209.1	BA.2
ON500211.1	BA.2
ON500231.1	BA.2
ON500235.1	BA.2
ON500242.1	BA.2
ON500250.1	BA.2
ON500253.1	BA.2
ON500258.1	BA.2
ON500261.1	BA.2
ON500265.1	BA.2
ON500269.1	BA.2
ON500289.1	BA.2
ON500290.1	BA.2
ON500295.1	BA.2
ON500296.1	BA.2
ON500311.1	BA.2
ON500316.1	BA.2
ON500317.1	BA.2
ON500319.1	BA.2
ON500330.1	BA.2
ON500334.1	BA.2
ON500335.1	BA.2
ON500340.1	BA.2
ON500348.1	BA.2
ON500356.1	BA.2
ON500369.1	BA.2
ON500374.1	BA.2
ON500392.1	BA.2
ON500393.1	BA.2
ON500395.1	BA.2
ON500396.1	BA.2
ON500398.1	BA.2
ON500401.1	BA.2
ON500402.1	BA.2
ON502818.1	BA.2
ON503079.1	BA.2
ON503085.1	BA.2
ON503086.1	BA.2
ON503087.1	BA.2
ON503090.1	BA.2
ON503094.1	BA.2
ON503097.1	BA.2
ON503101.1	BA.2
ON503104.1	BA.2
ON503109.1	BA.2
ON503112.1	BA.2
ON503114.1	BA.2
ON503116.1	BA.2
ON503118.1	BA.2
ON503122.1	BA.2
ON503125.1	BA.2
ON503127.1	BA.2
ON503130.1	BA.2
ON503132.1	BA.2
