accession	subtype
MK258684	85_BC
MK272339	01_AE
MK272340	01_AE
MK272341	01_AE
MK272342	01_AE
MK272343	01_AE
MK272344	01_AE
MK272345	01_AE
MK272347	01_AE
MK272348	01_AE
MK272349	01_AE
MK272350	01_AE
MK272351	01_AE
MK272352	01_AE
MK272353	01_AE
MK272354	01_AE
MK272355	01_AE
MK272356	01_AE
MK272357	01_AE
MK272358	01_AE
MK272360	01_AE
MK272361	01_AE
MK272362	01_AE
MK272363	01_AE
MK272365	01_AE
MK272374	01_AE
MK272376	01_AE
MK272377	01_AE
MK272380	01_AE
MK272381	01_AE
MK272382	01_AE
MK272383	01_AE
MK272384	01_AE
MK272385	01_AE
MK272387	01_AE
MK272388	01_AE
MK272389	01_AE
MK272390	01_AE
MK272392	01_AE
MK272394	01_AE
MK272395	01_AE
MK272398	01_AE
MK272399	01_AE
MK272400	01_AE
MK272401	01_AE
MK272402	01_AE
MK272403	01_AE
MK272404	01_AE
MK272405	01_AE
MK272406	01_AE
MK272407	01_AE
MK272408	01_AE
MK272409	01_AE
MK272410	01_AE
MK272411	01_AE
MK272412	01_AE
MK272413	01_AE
MK272414	01_AE
MK272415	01_AE
MK272416	01_AE
MK272417	01_AE
MK272418	01_AE
MK272419	01_AE
MK272422	01_AE
MK272423	01_AE
MK272424	01_AE
MK272427	01_AE
MK272429	01_AE
MK272432	01_AE
MK272433	01_AE
MK272434	01_AE
MK272435	01_AE
MK272436	01_AE
MK272438	01_AE
MK272439	01_AE
MK272672	01_AE
MK272673	01_AE
MK272674	01_AE
MK272675	01_AE
MK272676	01_AE
MK272677	01_AE
MK272678	01_AE
MK272679	01_AE
MK272680	01_AE
MK272681	01_AE
MK272682	01_AE
MK272683	01_AE
MK272684	01_AE
MK272688	01_AE
MK272691	01_AE
MK272692	01_AE
MK272693	01_AE
MK272694	01_AE
MK272727	01_AE
MK272728	01_AE
MK272729	01_AE
MK272730	01_AE
MK272731	01_AE
MK272732	01_AE
MK272733	01_AE
MK272734	01_AE
MK272735	01_AE
MK303347	B
MK303348	B
MK303349	B
MK303350	B
MK303351	B
MK303352	B
MK303353	B
MK303354	B
MK303355	B
MK383384	B
MK383385	B
MK383386	B
MK383387	B
MK383388	B
MK383389	B
MK383390	B
MK383391	B
MK383392	B
MK383393	B
MK383394	B
MK383395	B
MK383396	B
MK383397	B
MK383398	B
MK383399	B
MK383400	B
MK383401	B
MK383402	B
MK383403	B
MK383404	B
MK383405	B
MK383406	B
MK383408	B
MK383409	B
MK383410	B
MK383411	B
MK383412	B
MK383413	B
MK383414	B
MK383415	B
MK383416	B
MK383417	B
MK383418	B
MK383419	B
MK383420	B
MK383421	B
MK383422	B
MK383423	B
MK383424	B
MK383425	B
MK383426	B
MK383427	B
MK383428	B
MK383429	B
MK383430	B
MK383431	B
MK383432	B
MK383433	B
MK383434	B
MK383435	B
MK383436	B
MK383437	B
MK383438	B
MK383439	B
MK383440	B
MK383441	B
MK383442	B
MK383443	B
MK383444	B
MK383445	B
MK383446	B
MK383447	B
MK383448	B
MK383449	B
MK383450	B
MK383451	B
MK383452	B
MK383453	B
MK383454	B
MK383455	B
MK383456	B
MK383457	B
MK383458	B
MK383459	B
MK383460	B
MK383461	B
MK383462	B
MK383463	B
MK383464	B
MK383465	B
MK383466	B
MK383467	B
MK383468	B
MK383469	B
MK383470	B
MK383471	B
MK383472	B
MK383473	B
MK383474	B
MK383475	B
MK383476	B
MK383477	B
MK383478	B
MK383479	B
MK383480	B
MK383481	B
MK383482	B
MK383483	B
MK383484	B
MK383485	B
MK383486	B
MK383487	B
MK383488	B
MK383489	B
MK383490	B
MK383491	B
MK383492	B
MK383493	B
MK383494	B
MK383495	B
MK383496	B
MK383497	B
MK383498	B
MK383499	B
MK383501	B
MK383502	B
MK383503	B
MK383504	B
MK383505	B
MK383506	B
MK383507	B
MK383508	B
MK383509	B
MK383510	B
MK383511	B
MK383512	B
MK383513	B
MK383514	B
MK383515	B
MK383516	B
MK383517	B
MK383518	B
MK383519	B
MK383520	B
MK383521	B
MK383522	B
MK383523	B
MK383524	B
MK383525	B
MK383526	B
MK383527	B
MK383528	B
MK383529	B
MK383530	B
MK383531	B
MK383532	B
MK383533	B
MK383534	B
MK383535	B
MK383536	B
MK383537	B
MK383538	B
MK383539	B
MK383540	B
MK383541	B
MK383542	B
MK383543	B
MK383544	B
MK383545	B
MK383546	B
MK383547	B
MK383548	B
MK383549	B
MK383550	B
MK383551	B
MK383552	B
MK383553	B
MK383554	B
MK383555	B
MK383556	B
MK383557	B
MK383558	B
MK383559	B
MK383560	B
MK383561	B
MK383562	B
MK383563	B
MK383564	B
MK383565	B
MK383566	B
MK383567	B
MK383568	B
MK383569	B
MK383570	B
MK383571	B
MK383572	B
MK383573	B
MK383574	B
MK383575	B
MK383576	B
MK383577	B
MK383578	B
MK383579	B
MK383580	B
MK383581	B
MK383582	B
MK383583	B
MK383584	B
MK383585	B
MK383586	B
MK383587	B
MK383588	B
MK383589	B
MK383590	B
MK383592	B
MK383593	B
MK383594	B
MK383595	B
MK383596	B
MK383597	B
MK383598	B
MK383599	B
MK383600	B
MK383601	B
MK383602	B
MK383603	B
MK383604	B
MK383605	B
MK383606	B
MK383607	B
MK383608	B
MK383609	B
MK383610	B
MK383611	B
MK383612	B
MK383613	B
MK383614	B
MK383615	B
MK383616	B
MK383617	B
MK383618	B
MK383619	B
MK383620	B
MK383621	B
MK383622	B
MK383623	B
MK383624	B
MK383625	B
MK383626	B
MK383627	B
MK383628	B
MK383629	B
MK383630	B
MK383631	B
MK383632	B
MK383633	B
MK383634	B
MK383635	B
MK383636	B
MK383637	B
MK383638	B
MK383639	B
MK383640	B
MK383641	B
MK383642	B
MK383643	B
MK383644	B
MK383645	B
MK383646	B
MK383647	B
MK383648	B
MK383649	B
MK383650	B
MK383651	B
MK383652	B
MK383653	B
MK383654	B
MK383655	B
MK383656	B
MK383657	B
MK383658	B
MK383659	B
MK383660	B
MK383661	B
MK383662	B
MK383663	B
MK383664	B
MK383665	B
MK383666	B
MK383667	B
MK383668	B
MK383669	B
MK383670	B
MK383671	B
MK383672	B
MK383673	B
MK383674	B
MK383675	B
MK383676	B
MK383677	B
MK383678	B
MK383679	B
MK383680	B
MK383681	B
MK383682	B
MK383683	B
MK383684	B
MK383685	B
MK383686	B
MK397970	02_AG
MK457775	C
MK457788	C
MK457794	C
MK457795	C
MK457796	C
MK457797	C
MK457798	C
MK457800	C
MK457801	C
MK457802	C
MK457803	C
MK457804	C
MK457807	C
MK457808	C
MK457809	C
MK457811	C
MK457812	C
MK457813	C
MK457814	C
MK457816	C
MK457823	C
MK457825	C
MK457832	C
MK457840	C
MK457849	C
MK457850	C
MK457859	C
MK457862	C
MK457873	C
MK457876	C
MK457884	C
MK457894	C
MK457899	C
MK457910	C
MK457915	C
MK457929	C
MK457933	C
MK457949	C
MK457958	C
MK457962	C
MK457968	C
MK457970	C
MK457971	C
MK457972	C
MK457974	C
MK457975	C
MK457976	C
MK457978	C
MK457979	C
MK457985	C
MK457988	C
MK457989	C
MK457991	C
MK457992	C
MK457993	C
MK457995	C
MK457998	C
MK457999	C
MK458002	C
MK458005	C
MK458006	C
MK458007	C
MK458008	C
MK458009	C
MK458015	C
MK458018	C
MK458020	C
MK458024	C
MK458025	C
MK458031	C
MK458033	C
MK458040	C
MK458042	C
MK458048	C
MK458053	C
MK458054	C
MK458055	C
MK458057	C
MK458058	C
MK458064	C
MK458070	C
MK458071	C
MK458072	C
MK458073	C
MK458074	C
MK458075	C
MK458077	C
MK458078	C
MK458079	C
MK458080	C
MK458081	C
MK458082	C
MK458083	C
MK458084	C
MK458086	C
MK458087	C
MK458089	C
MK458090	C
MK458091	C
MK458092	C
MK458094	C
MK458095	C
MK458096	C
MK458098	C
MK458099	C
MK458101	C
MK458102	C
MK458104	C
MK458106	C
MK458117	C
MK458118	C
MK458123	C
MK458126	C
MK458129	C
MK458130	C
MK458136	C
MK458137	C
MK458140	C
MK458142	C
MK458151	C
MK458153	C
MK458154	C
MK458173	C
MK458181	C
MK458183	C
MK458184	C
MK458185	C
MK458191	C
MK458252	C
MK458262	C
MK493076	C
MK493077	C
MK493078	C
MK493079	C
MK499378	B
MK577478	B
MK577479	B
MK577480	B
MK577481	B
MK757421	B
MK867564	01_AE
MK867566	01_AE
MK867567	01_AE
MK867568	01_AE
MK867569	01_AE
MK867570	01_AE
MK867571	01_AE
MK867572	01_AE
MK867573	01_AE
MK867604	01_AE
MK867605	01_AE
MK867606	01_AE
MK867607	01_AE
MK867608	01_AE
MK867609	01_AE
MK867610	01_AE
MK867612	01_AE
MK867613	01_AE
MK867614	01_AE
MK867637	01_AE
MK867638	01_AE
MK867639	01_AE
MK867640	01_AE
MK867641	01_AE
MK867643	01_AE
MK867644	01_AE
MK871374	B
MK984159	63_02A6
MK984160	63_02A6
MN043577	B
MN043579	B
MN043580	B
MN043581	B
MN043583	B
MN043584	B
MN043585	B
MN043586	B
MN043587	B
MN043589	B
MN043591	B
MN043592	B
MN043593	B
MN043594	B
MN043595	B
MN043596	B
MN043597	B
MN043598	B
MN043600	B
MN043602	B
MN043604	B
MN043605	B
MN043607	B
MN055643	B
MN090188	B
MN090192	B
MN090200	B
MN090203	B
MN090209	B
MN090215	B
MN090217	B
MN090218	B
MN090222	B
MN090227	B
MN090231	B
MN090233	B
MN090241	B
MN090242	B
MN090243	B
MN090245	B
MN090247	B
MN090252	B
MN090254	B
MN090256	B
MN090257	B
MN090261	B
MN090262	B
MN090265	B
MN090268	B
MN090269	B
MN090271	B
MN090272	B
MN090275	B
MN090276	B
MN090277	B
MN090279	B
MN090280	B
MN090282	B
MN090287	B
MN090293	B
MN090300	B
MN090306	B
MN090308	B
MN090309	B
MN090325	B
MN090329	B
MN090330	B
MN090334	B
MN090337	B
MN090338	B
MN090340	B
MN090344	B
MN090350	B
MN090352	B
MN090358	B
MN090359	B
MN090362	B
MN090364	B
MN090365	B
MN090366	B
MN090367	B
MN090373	B
MN090374	B
MN090381	B
MN090396	B
MN090403	B
MN090410	B
MN090411	B
MN090412	B
MN090415	B
MN090420	B
MN090432	B
MN090433	B
MN090438	B
MN090439	B
MN090472	B
MN090497	B
MN090516	B
MN090521	B
MN090531	B
MN090542	B
MN090594	B
MN090643	B
MN090647	B
MN090648	B
MN090653	B
MN090656	B
MN090659	B
MN090663	B
MN090670	B
MN090673	B
MN090684	B
MN090698	B
MN090700	B
MN090702	B
MN090704	B
MN090720	B
MN090722	B
MN090734	B
MN090735	B
MN090736	B
MN090737	B
MN090738	B
MN090740	B
MN090742	B
MN090743	B
MN090744	B
MN090745	B
MN090746	B
MN090747	B
MN090748	B
MN090749	B
MN090751	B
MN090752	B
MN090753	B
MN090754	B
MN090755	B
MN090756	B
MN090757	B
MN090758	B
MN090759	B
MN090760	B
MN090761	B
MN090762	B
MN090763	B
MN090764	B
MN090765	B
MN090766	B
MN090767	B
MN090768	B
MN090769	B
MN090770	B
MN090771	B
MN090774	B
MN090775	B
MN090776	B
MN090777	B
MN090778	B
MN090780	B
MN090781	B
MN090782	B
MN090783	B
MN090784	B
MN090786	B
MN090788	B
MN090789	B
MN090790	B
MN090791	B
MN090792	B
MN090794	B
MN090795	B
MN090796	B
MN090797	B
MN090799	B
MN090802	B
MN090803	B
MN090804	B
MN090805	B
MN090806	B
MN090807	B
MN090808	B
MN090809	B
MN090811	B
MN090812	B
MN090814	B
MN090815	B
MN090816	B
MN090817	B
MN090818	B
MN090819	B
MN090820	B
MN090821	B
MN090822	B
MN090825	B
MN090826	B
MN090829	B
MN090831	B
MN090832	B
MN090833	B
MN090834	B
MN090835	B
MN090836	B
MN090837	B
MN090838	B
MN090839	B
MN090841	B
MN090842	B
MN090843	B
MN090844	B
MN090845	B
MN090846	B
MN090847	B
MN090848	B
MN090849	B
MN090850	B
MN090851	B
MN090852	B
MN090854	B
MN090855	B
MN090856	B
MN090857	B
MN090860	B
MN090861	B
MN090863	B
MN090865	B
MN090866	B
MN090867	B
MN090869	B
MN090870	B
MN090871	B
MN090873	B
MN090874	B
MN090875	B
MN090877	B
MN090880	B
MN090881	B
MN090882	B
MN090885	B
MN090886	B
MN090887	B
MN090889	B
MN090890	B
MN090896	B
MN090898	B
MN090901	B
MN090906	B
MN090909	B
MN090910	B
MN090913	B
MN090917	B
MN090919	B
MN090920	B
MN090931	B
MN090932	B
MN090934	B
MN090936	B
MN090937	B
MN090938	B
MN090940	B
MN090941	B
MN097551	C
MN097552	C
MN097553	C
MN097554	C
MN097555	C
MN097556	C
MN097557	C
MN097558	C
MN097559	C
MN097560	C
MN097561	C
MN097562	C
MN097563	C
MN097564	C
MN097565	C
MN097566	C
MN097567	C
MN097568	C
MN097569	C
MN097570	C
MN097571	C
MN097572	C
MN097573	C
MN097574	C
MN097575	C
MN097576	C
MN097577	C
MN097578	C
MN097579	C
MN097580	C
MN097581	C
MN097582	C
MN097583	C
MN097584	C
MN097585	C
MN097586	C
MN097587	C
MN097588	C
MN097589	C
MN097590	C
MN097591	C
MN097592	C
MN097593	C
MN097594	C
MN097595	C
MN097596	C
MN097597	C
MN097598	C
MN097599	C
MN097600	C
MN097601	C
MN097602	C
MN097603	C
MN097604	C
MN097605	C
MN097608	C
MN097609	C
MN097610	C
MN097611	C
MN097612	C
MN097617	C
MN097618	C
MN097619	C
MN097620	C
MN097622	C
MN097623	C
MN097630	C
MN097631	C
MN097632	C
MN097633	C
MN097634	C
MN097635	C
MN097636	C
MN097637	C
MN097638	C
MN097639	C
MN097645	C
MN097646	C
MN097647	C
MN097648	C
MN097649	C
MN097650	C
MN097651	C
MN097652	C
MN097653	C
MN097654	C
MN097655	C
MN097656	C
MN097657	C
MN097658	C
MN097659	C
MN097660	C
MN097661	C
MN097662	C
MN097663	C
MN097664	C
MN097665	C
MN097666	C
MN097667	C
MN097668	C
MN097669	C
MN097670	C
MN097671	C
MN097672	C
MN097673	C
MN097674	C
MN097675	C
MN097676	C
MN097677	C
MN097678	C
MN097679	C
MN097680	C
MN097681	C
MN097682	C
MN097683	C
MN097684	C
MN097685	C
MN097686	C
MN097687	C
MN097688	C
MN097689	C
MN097690	C
MN097691	C
MN097692	C
MN097693	C
MN097694	C
MN097695	C
MN097696	C
MN116207	01_AE
MN116208	01_AE
MN116209	01_AE
MN116212	01_AE
MN153484	G
MN153491	A1
MN153494	02_AG
MN153495	02_AG
MN202471	C
MN202472	C
MN237642	B
MN237643	B
MN237644	B
MN237646	B
MN449474	B
MN449475	B
MN449476	B
MN467383	B
MN467384	B
MN467385	B
MN467386	B
MN467387	B
MN467388	B
MN467389	B
MN467390	B
MN467391	B
MN467392	B
MN467393	B
MN467394	B
MN467395	B
MN485972	B
MN485973	B
MN485974	B
MN485975	02_AG
MN485977	A6
MN485978	B
MN485979	B
MN485980	B
MN485981	B
MN485984	C
MN485985	B
MN485988	B
MN485989	F1
MN485990	B
MN485991	B
MN485993	B
MN485994	B
MN485995	B
MN485996	B
MN485997	B
MN485998	B
MN485999	02_AG
MN486001	B
MN486002	B
MN486003	B
MN486005	B
MN486008	B
MN486009	B
MN486010	B
MN486011	C
MN486013	B
MN486014	B
MN486015	B
MN486018	B
MN486019	B
MN486020	B
MN486021	B
MN486022	B
MN486023	01_AE
MN486024	B
MN486026	B
MN486027	B
MN486028	B
MN486029	B
MN486030	F1
MN486032	B
MN486034	B
MN486035	01_AE
MN486036	B
MN486037	B
MN486040	B
MN486041	B
MN486042	D
MN486044	G
MN486047	B
MN611462	C
MN611463	C
MN611464	C
MN611465	C
MN611466	C
MN611467	C
MN611468	C
MN659380	07_BC
MN659381	07_BC
MN691961	B
MN692145	B
MN692146	B
MN692147	B
MN692189	B
MN703127	B
MN703128	02_AG
MN703129	02_AG
MN703130	02_AG
MN703132	02_AG
MN703133	B
MN703134	B
MN703135	A6
MN703136	A6
MN703137	A6
MN703138	A6
MN703139	A6
MN703140	B
MN703145	C
MN703146	C
MN703147	C
MN703148	C
MN703149	C
MN703150	C
MN703151	01_AE
MN736698	B
MN736699	A6
MN736700	B
MN736703	01_AE
MN736704	B
MN736706	B
MN736707	B
MN791169	A1
MN791170	A1
MN791172	A1
MN791173	A1
MN791174	A1
MN791175	A1
MN791176	A1
MN791177	A1
MN791178	A1
MN791179	A1
MN791180	A1
MN791181	A1
MN791182	A1
MN791183	A1
MN791184	A1
MN791185	A1
MN791186	A1
MN791187	A1
MN791188	A1
MN791209	A1
MN791210	A1
MN791211	A1
MN791212	A1
MN791213	A1
MN791214	A1
MN791215	A1
MN791216	A1
MN791218	A1
MN791219	A1
MN791220	A1
MN791221	A1
MN791223	A1
MN791224	A1
MN791225	A1
MN791226	A1
MN791227	A1
MN791228	A1
MN791279	A1
MN791280	A1
MN791282	A1
MN791283	A1
MN791284	A1
MN791285	A1
MN791286	A1
MN791287	A1
MN791288	A1
MN791289	A1
MN791290	A1
MN791291	A1
MN791292	A1
MN791293	A1
MN791296	A1
MN791297	A1
MN791298	A1
MN791333	A1
MN791334	A1
MN791335	A1
MN791336	A1
MN791337	A1
MN791338	A1
MN791339	A1
MN791340	A1
MN791341	A1
MN791342	A1
MN791363	A1
MN791364	A1
MN791365	A1
MN791366	A1
MN791367	A1
MN791368	A1
MN791369	A1
MN791370	A1
MN791372	A1
MN791393	A1
MN791395	A1
MN791396	A1
MN791397	A1
MN791398	A1
MN791399	A1
MN791400	A1
MN791401	A1
MN791402	A1
MN791425	A1
MN791495	C
MN791496	C
MN791497	C
MN791498	C
MN791499	C
MN791500	C
MN791501	C
MN791502	C
MN791503	C
MN791526	C
MN791527	C
MN791528	C
MN791529	C
MN791530	C
MN791531	C
MN791532	C
MN791533	C
MN791710	A1
MN791711	A1
MN791712	A1
MN791714	A1
MN791715	A1
MN791716	A1
MN791717	A1
MN791719	A1
MN791853	A1
MN791854	A1
MN791856	A1
MN791857	A1
MN791859	A1
MN791860	A1
MN791862	A1
MN791863	A1
MN791864	A1
MN791865	A1
MN791867	A1
MN791868	A1
MN791869	A1
MN791870	A1
MN791871	A1
MN791872	A1
MN791873	A1
MN791874	A1
MN791876	A1
MN791878	A1
MN791880	A1
MN791881	A1
MN791883	A1
MN791884	A1
MN791886	A1
MN791887	A1
MN791888	A1
MN791889	A1
MN791891	A1
MN791892	A1
MN791893	A1
MN791894	A1
MN791895	A1
MN791896	A1
MN791897	A1
MN791898	A1
MN791900	A1
MN791901	A1
MN791902	A1
MN791964	A1
MN791966	A1
MN791968	A1
MN791969	A1
MN791970	A1
MN791973	A1
MN791974	A1
MN791976	A1
MN791977	A1
MN791978	A1
MN791979	A1
MN791980	A1
MN791982	A1
MN791983	A1
MN791985	A1
MN791986	A1
MN791988	A1
MN791989	A1
MN791990	A1
MN791992	A1
MN791993	A1
MN792015	01_AE
MN792017	01_AE
MN792019	01_AE
MN792020	01_AE
MN792021	01_AE
MN792022	01_AE
MN792023	01_AE
MN792024	01_AE
MN792025	01_AE
MN792028	01_AE
MN792029	01_AE
MN792031	01_AE
MN792032	01_AE
MN792033	01_AE
MN792055	01_AE
MN792056	01_AE
MN792057	01_AE
MN792058	01_AE
MN792059	01_AE
MN792063	01_AE
MN792064	01_AE
MN792065	01_AE
MN792066	01_AE
MN792068	01_AE
MN792071	01_AE
MN792072	01_AE
MN792073	01_AE
MN792074	01_AE
MN792075	01_AE
MN792120	01_AE
MN792125	01_AE
MN792241	01_AE
MN792243	01_AE
MN792244	01_AE
MN792245	01_AE
MN792246	01_AE
MN792247	01_AE
MN792248	01_AE
MN792251	01_AE
MN792259	01_AE
MN792281	01_AE
MN792282	01_AE
MN792283	01_AE
MN792285	01_AE
MN792286	01_AE
MN792287	01_AE
MN792288	01_AE
MN792289	01_AE
MN792290	01_AE
MN792331	01_AE
MN792333	01_AE
MN792334	01_AE
MN792336	01_AE
MN792337	01_AE
MN792338	01_AE
MN792340	01_AE
MN792425	01_AE
MN792426	01_AE
MN792427	01_AE
MN792429	01_AE
MN792430	01_AE
MN792431	01_AE
MN792432	01_AE
MN792433	01_AE
MN792434	01_AE
MN792435	01_AE
MN792437	01_AE
MN792439	01_AE
MN792440	01_AE
MN792441	01_AE
MN792442	01_AE
MN792443	01_AE
MN792444	01_AE
MN792445	01_AE
MN792466	01_AE
MN792467	01_AE
MN792469	01_AE
MN792550	01_AE
MN792551	01_AE
MN792552	01_AE
MN792553	01_AE
MN792554	01_AE
MN792556	01_AE
MN792557	01_AE
MN792558	01_AE
MN792559	01_AE
MN792560	01_AE
MN792561	01_AE
MN792562	01_AE
MN792563	01_AE
MN792564	01_AE
MN792566	01_AE
MN792568	01_AE
MN792569	01_AE
MN792570	01_AE
MN792571	01_AE
MN792573	01_AE
MN792575	01_AE
MN792576	01_AE
MN792577	01_AE
MN792578	01_AE
MN792579	01_AE
MN887108	B
MN887109	B
MN887110	B
MN887608	B
MN887611	B
MN887612	B
MN887613	B
MN887614	B
MT021899	B
MT021900	B
MT021901	B
MT021903	B
MT021904	B
MT021905	B
MT021906	B
MT021907	B
MT021908	B
MT021909	B
MT021910	07_BC
MT033127	B
MT033131	B
MT033141	B
MT033182	B
MT033187	B
MT033189	B
MT033190	B
MT033191	B
MT033194	B
MT033203	B
MT033258	B
MT033301	B
MT033333	B
MT033344	B
MT033675	B
MT033853	B
MT033855	B
MT033876	B
MT033877	B
MT033878	B
MT033879	B
MT033880	B
MT033881	B
MT033882	B
MT033883	B
MT033891	B
MT033892	B
MT033893	B
MT033894	B
MT033895	B
MT033896	B
MT033897	B
MT033898	B
MT033899	B
MT033900	B
MT033901	B
MT033902	B
MT033903	B
MT033904	B
MT033905	B
MT033906	B
MT101871	B
MT121311	B
MT121312	B
MT121313	B
MT121314	B
MT121315	B
MT121316	B
MT121317	B
MT121318	B
MT121319	B
MT121320	B
MT121441	01_AE
MT121442	01_AE
MT121444	01_AE
MT121445	01_AE
MT121447	01_AE
MT121448	01_AE
MT121449	01_AE
MT121450	01_AE
MT121537	01_AE
MT121538	01_AE
MT121539	01_AE
MT121540	01_AE
MT121571	01_AE
MT121572	01_AE
MT121574	01_AE
MT121578	01_AE
MT121579	01_AE
MT121580	01_AE
MT121611	01_AE
MT121612	01_AE
MT121613	01_AE
MT121615	01_AE
MT121617	01_AE
MT121618	01_AE
MT121620	01_AE
MT121651	01_AE
MT121653	01_AE
MT121654	01_AE
MT121655	01_AE
MT121656	01_AE
MT121657	01_AE
MT121658	01_AE
MT121660	01_AE
MT121722	01_AE
MT121723	01_AE
MT121724	01_AE
MT121725	01_AE
MT121726	01_AE
MT121727	01_AE
MT121728	01_AE
MT121730	01_AE
MT121766	01_AE
MT121767	01_AE
MT121768	01_AE
MT121769	01_AE
MT121770	01_AE
MT121771	01_AE
MT121772	01_AE
MT121773	01_AE
MT121774	01_AE
MT121775	01_AE
MT121919	01_AE
MT121921	01_AE
MT121922	01_AE
MT121924	01_AE
MT121926	01_AE
MT121927	01_AE
MT121928	01_AE
MT155323	B
MT155324	B
MT155325	B
MT155326	B
MT155327	B
MT155328	B
MT155329	B
MT155330	B
MT155331	B
MT155332	B
MT155333	B
MT155334	B
MT155335	B
MT155336	B
MT155337	B
MT155338	B
MT155339	B
MT155340	B
MT155341	B
MT155343	B
MT155345	B
MT155346	B
MT155347	B
MT155348	B
MT155349	B
MT155350	B
MT155351	B
MT155352	B
MT155353	B
MT155354	B
MT155356	B
MT155357	B
MT155358	B
MT155359	B
MT155360	B
MT155361	B
MT155362	B
MT155363	B
MT155364	B
MT155365	B
MT155366	B
MT155367	B
MT155368	B
MT155369	B
MT155370	B
MT155371	B
MT155372	B
MT155373	B
MT155374	B
MT155375	B
MT155376	B
MT155377	B
MT155378	B
MT155379	B
MT155380	B
MT155381	B
MT155384	B
MT155385	B
MT190776	B
MT190777	B
MT190778	B
MT190779	B
MT190780	B
MT190781	B
MT190782	B
MT190783	B
MT190784	B
MT190785	B
MT190786	B
MT190787	B
MT190788	B
MT190789	B
MT190790	B
MT190791	B
MT190792	B
MT190793	B
MT190794	B
MT190795	B
MT190796	B
MT190797	B
MT190798	B
MT190799	B
MT190800	B
MT190801	B
MT190802	B
MT190803	B
MT190804	B
MT190805	B
MT190806	B
MT190807	B
MT190808	B
MT190809	B
MT190810	B
MT190811	B
MT190812	B
MT190813	B
MT190814	B
MT190815	B
MT190816	B
MT190817	B
MT190818	B
MT190819	B
MT190820	B
MT190821	B
MT190822	B
MT190823	B
MT190824	B
MT190825	B
MT190826	B
MT190827	B
MT190828	B
MT190829	B
MT190830	B
MT190831	B
MT190832	B
MT190833	B
MT190834	B
MT190835	B
MT190836	B
MT190837	B
MT190838	B
MT190839	B
MT190840	B
MT190841	B
MT190842	B
MT190843	B
MT190844	B
MT190845	B
MT190846	B
MT190847	B
MT190848	B
MT190849	B
MT190850	B
MT190851	B
MT190852	B
MT190853	B
MT190854	B
MT190855	B
MT190856	B
MT190857	B
MT190858	B
MT190859	B
MT190860	B
MT190861	B
MT190862	B
MT190863	B
MT190864	B
MT190865	B
MT190866	B
MT190867	B
MT190868	B
MT190869	B
MT190870	B
MT190871	B
MT190872	B
MT190873	B
MT190874	B
MT190875	B
MT190876	B
MT190877	B
MT190878	B
MT190879	B
MT190880	B
MT190881	B
MT190882	B
MT190883	B
MT190884	B
MT190885	B
MT190886	B
MT190887	B
MT190888	B
MT190889	B
MT190890	B
MT190891	B
MT190892	B
MT190893	B
MT190894	B
MT190895	B
MT190896	B
MT190897	B
MT190898	B
MT190899	B
MT190900	B
MT190901	B
MT190902	B
MT190903	B
MT190904	B
MT190905	B
MT190906	B
MT190907	B
MT190908	B
MT190909	B
MT190910	B
MT190911	B
MT190912	B
MT190913	B
MT190914	B
MT190915	B
MT190916	B
MT190917	B
MT190918	B
MT190919	B
MT190920	B
MT190921	B
MT190922	B
MT190923	B
MT190924	B
MT190925	B
MT190926	B
MT190927	B
MT190928	B
MT190929	B
MT190930	B
MT190931	B
MT190932	B
MT190933	B
MT190934	B
MT190935	B
MT190936	B
MT190937	B
MT190938	B
MT190939	B
MT190940	B
MT190941	B
MT190942	B
MT190943	B
MT190944	B
MT190945	B
MT190946	B
MT190947	B
MT190948	B
MT190949	B
MT190950	B
MT190951	B
MT190952	B
MT190953	B
MT190954	B
MT190955	B
MT190956	B
MT190957	B
MT190958	B
MT190959	B
MT190960	B
MT190961	B
MT190962	B
MT190963	B
MT190964	B
MT190965	B
MT190966	B
MT190967	B
MT190968	B
MT190969	B
MT190970	B
MT190971	B
MT190972	B
MT190973	B
MT190974	B
MT190975	B
MT190976	B
MT190977	B
MT190978	B
MT190979	B
MT190980	B
MT190981	B
MT190982	B
MT190983	B
MT190984	B
MT190985	B
MT190986	B
MT190987	B
MT190988	B
MT190989	B
MT190990	B
MT190991	B
MT190992	B
MT190993	B
MT190994	B
MT190995	B
MT190996	B
MT190997	B
MT190998	B
MT190999	B
MT191000	B
MT191001	B
MT191002	B
MT191003	B
MT191004	B
MT191005	B
MT191006	B
MT191007	B
MT191008	B
MT191009	B
MT191010	B
MT191011	B
MT191012	B
MT191013	B
MT191014	B
MT191015	B
MT191016	B
MT191017	B
MT191018	B
MT191019	B
MT191020	B
MT191021	B
MT191022	B
MT191023	B
MT191024	B
MT191025	B
MT191026	B
MT191027	B
MT191028	B
MT191029	B
MT191030	B
MT191031	B
MT191032	B
MT191033	B
MT191034	B
MT191035	B
MT191036	B
MT191037	B
MT191038	B
MT191039	B
MT191040	B
MT191041	B
MT191042	B
MT191043	B
MT191044	B
MT191045	B
MT191046	B
MT191047	B
MT191048	B
MT191049	B
MT191050	B
MT191051	B
MT191052	B
MT191053	B
MT191054	B
MT191055	B
MT191056	B
MT191057	B
MT191058	B
MT191059	B
MT191060	B
MT191061	B
MT191062	B
MT191063	B
MT191064	B
MT191065	B
